Geography,concat_no_state
North Carolina,Prim.Care.Providr.Status - Yes
North Carolina,Comorbidity - No
North Carolina,Comorbidity - Yes
North Carolina,Dr.Recommend.Boostr - No
North Carolina,Dr.Recommend.Vacc - No
North Carolina,Dr.Recommend.Vacc - Yes
North Carolina,Insurance - Insured
North Carolina,Insurance - Not insured
North Carolina,Language - English
North Carolina,Language - Spanish
North Carolina,Mask.Use - Always.Often
North Carolina,Mask.Use - Occasional.Never
North Carolina,Mental.Health - Excellent.Good
North Carolina,Mental.Health - Fair.Poor
North Carolina,Rural.Urban - Rural
North Carolina,Rural.Urban - Suburban
North Carolina,Rural.Urban - Urban
North Carolina,Political - Democrat
North Carolina,Political - None
North Carolina,Political - Unknown
North Carolina,Political - Republican
North Carolina,Pov.Status - <$75k
North Carolina,Pov.Status - >=$75k
North Carolina,Pov.Status - Below poverty
North Carolina,Pov.Status - Unknown
North Carolina,Pregnancy - Breastfeeding
North Carolina,Pregnancy - Not pregnant
North Carolina,Race.4lvl - Black
North Carolina,Race.4lvl - Hispanic
North Carolina,Race.4lvl - Other
North Carolina,Race.4lvl - White
North Carolina,Flu.Vacc - No
North Carolina,Flu.Vacc - Yes
North Carolina,Past.Vaccin - No
North Carolina,Past.Vaccin - Yes
North Carolina,Racial.Equity - Better
North Carolina,Racial.Equity - Dont know
North Carolina,Racial.Equity - Equal
North Carolina,Racial.Equity - Worse
North Carolina,Sex - Female
North Carolina,Sex - Male
North Carolina,S.Orientation - Dont know
North Carolina,S.Orientation - LGB
North Carolina,S.Orientation - Hetero
North Carolina,SVI - High
North Carolina,SVI - Low
North Carolina,SVI - Moderate
North Carolina,SVI - Unknown
North Carolina,Non.Englsh.Language - No
North Carolina,Non.Englsh.Language - Yes
North Carolina,Work.School - No
North Carolina,Work.School - Unemployed
North Carolina,Work.School - Yes
North Dakota,Age - 18 – 49
North Dakota,Age - 50 – 64
North Dakota,Age - 65+
North Dakota,"Age.Race - 18 – 49, Other"
North Dakota,"Age.Race - 18 – 49, White"
North Dakota,"Age.Race - 50 – 64, White"
North Dakota,"Age.Race - 65+, White"
North Dakota,18+ Adults - 18+ Adults
North Dakota,US.Born - US Born
North Dakota,US.Born - Not US Born
North Dakota,Fr.Fam.Vaccd - Many
North Dakota,Fr.Fam.Vaccd - No_some
North Dakota,Vacc.Info.Seek - Often.Sometimes
North Dakota,Vacc.Info.Seek - Rarely.Never
North Dakota,Covid.Concern - A little_not
North Dakota,Covid.Concern - Very_Moderately
North Dakota,Vaccine.Confiden - Not at all_Somewhat
North Dakota,Vaccine.Confiden - Very
North Dakota,Vaccine.Imprtnt - A little_not at all
North Dakota,Vaccine.Imprtnt - Somewhat_very
North Dakota,Disability - No
North Dakota,Disability - Yes
North Dakota,Ess.Wrkr.grp - Ess.Healthcare
North Dakota,Ess.Wrkr.grp - Ess.Other
North Dakota,Ess.Wrkr.grp - Frontline.Other
North Dakota,Ess.Wrkr.grp - Not.Ess.Wrkr
North Dakota,Ess.Wrkr.grp - School.Childcare
North Dakota,Past.Covid - No
North Dakota,Past.Covid - Yes
North Dakota,G.Identity - Cisgender
North Dakota,G.Identity - Dont know
North Dakota,G.Identity - TG/Non bin
North Dakota,Prim.Care.Providr.Status - No
North Dakota,Prim.Care.Providr.Status - Yes
North Dakota,Comorbidity - No
North Dakota,Comorbidity - Yes
North Dakota,Dr.Recommend.Boostr - No
North Dakota,Dr.Recommend.Vacc - No
North Dakota,Dr.Recommend.Vacc - Yes
North Dakota,Insurance - Insured
North Dakota,Insurance - Not insured
North Dakota,Language - English
North Dakota,Mask.Use - Always.Often
North Dakota,Mask.Use - Occasional.Never
North Dakota,Mental.Health - Excellent.Good
North Dakota,Mental.Health - Fair.Poor
North Dakota,Rural.Urban - Rural
North Dakota,Rural.Urban - Suburban
North Dakota,Rural.Urban - Urban
North Dakota,Political - Democrat
North Dakota,Political - None
North Dakota,Political - Unknown
North Dakota,Political - Republican
North Dakota,Pov.Status - <$75k
North Dakota,Pov.Status - >=$75k
North Dakota,Pov.Status - Below poverty
North Dakota,Pov.Status - Unknown
North Dakota,Pregnancy - Not pregnant
North Dakota,Race.4lvl - Black
North Dakota,Race.4lvl - Hispanic
North Dakota,Race.4lvl - Other
North Dakota,Race.4lvl - White
North Dakota,Flu.Vacc - No
North Dakota,Flu.Vacc - Yes
North Dakota,Past.Vaccin - No
North Dakota,Past.Vaccin - Yes
North Dakota,Racial.Equity - Better
North Dakota,Racial.Equity - Dont know
North Dakota,Racial.Equity - Equal
North Dakota,Racial.Equity - Worse
North Dakota,Sex - Female
North Dakota,Sex - Male
North Dakota,S.Orientation - Dont know
North Dakota,S.Orientation - LGB
North Dakota,S.Orientation - Hetero
North Dakota,SVI - High
North Dakota,SVI - Low
North Dakota,SVI - Moderate
North Dakota,SVI - Unknown
North Dakota,Non.Englsh.Language - No
North Dakota,Non.Englsh.Language - Yes
North Dakota,Work.School - No
North Dakota,Work.School - Unemployed
North Dakota,Work.School - Yes
Ohio,Age - 18 – 49
Ohio,Age - 50 – 64
Ohio,Age - 65+
Ohio,"Age.Race - 18 – 49, Black"
Ohio,"Age.Race - 18 – 49, Hispanic"
Ohio,"Age.Race - 18 – 49, Other"
Ohio,"Age.Race - 18 – 49, White"
Ohio,"Age.Race - 50 – 64, Black"
Ohio,"Age.Race - 50 – 64, White"
Ohio,"Age.Race - 65+, White"
Ohio,18+ Adults - 18+ Adults
Ohio,US.Born - US Born
Ohio,US.Born - Not US Born
Ohio,Fr.Fam.Vaccd - Many
Ohio,Fr.Fam.Vaccd - No_some
Ohio,Vacc.Info.Seek - Often.Sometimes
Ohio,Vacc.Info.Seek - Rarely.Never
Ohio,Covid.Concern - A little_not
Ohio,Covid.Concern - Very_Moderately
Ohio,Vaccine.Confiden - Not at all_Somewhat
Ohio,Vaccine.Confiden - Very
Ohio,Vaccine.Imprtnt - A little_not at all
Ohio,Vaccine.Imprtnt - Somewhat_very
Ohio,Disability - No
Ohio,Disability - Yes
Ohio,Ess.Wrkr.grp - Ess.Healthcare
Ohio,Ess.Wrkr.grp - Ess.Other
Ohio,Ess.Wrkr.grp - Frontline.Other
Ohio,Ess.Wrkr.grp - Not.Ess.Wrkr
Ohio,Ess.Wrkr.grp - School.Childcare
Ohio,Past.Covid - No
Ohio,Past.Covid - Yes
Ohio,G.Identity - Cisgender
Ohio,G.Identity - Dont know
Ohio,G.Identity - TG/Non bin
Ohio,Prim.Care.Providr.Status - No
Ohio,Prim.Care.Providr.Status - Yes
Ohio,Comorbidity - No
Ohio,Comorbidity - Yes
Ohio,Dr.Recommend.Boostr - No
Ohio,Dr.Recommend.Vacc - No
Ohio,Dr.Recommend.Vacc - Yes
Ohio,Insurance - Insured
Ohio,Insurance - Not insured
Ohio,Language - English
Ohio,Mask.Use - Always.Often
Ohio,Mask.Use - Occasional.Never
Ohio,Mental.Health - Excellent.Good
Ohio,Mental.Health - Fair.Poor
Ohio,Rural.Urban - Rural
Ohio,Rural.Urban - Suburban
Ohio,Rural.Urban - Urban
Ohio,Political - Democrat
Ohio,Political - None
Ohio,Political - Republican
Ohio,Pov.Status - <$75k
Ohio,Pov.Status - >=$75k
Ohio,Pov.Status - Below poverty
Ohio,Pov.Status - Unknown
Ohio,Pregnancy - Not pregnant
Ohio,Race.4lvl - Black
Ohio,Race.4lvl - Hispanic
Ohio,Race.4lvl - Other
Ohio,Race.4lvl - White
Ohio,Flu.Vacc - No
Ohio,Flu.Vacc - Yes
Ohio,Past.Vaccin - No
Ohio,Past.Vaccin - Yes
Ohio,Racial.Equity - Better
Ohio,Racial.Equity - Dont know
Ohio,Racial.Equity - Equal
Ohio,Racial.Equity - Worse
Ohio,Sex - Female
Ohio,Sex - Male
Ohio,S.Orientation - Dont know
Ohio,S.Orientation - LGB
Ohio,S.Orientation - Hetero
Ohio,SVI - High
Ohio,SVI - Low
Ohio,SVI - Moderate
Ohio,SVI - Unknown
Ohio,Non.Englsh.Language - No
Ohio,Non.Englsh.Language - Yes
Ohio,Work.School - No
Ohio,Work.School - Unemployed
Ohio,Work.School - Yes
Oklahoma,Age - 18 – 49
Oklahoma,Age - 50 – 64
Oklahoma,Age - 65+
Oklahoma,"Age.Race - 18 – 49, Black"
Oklahoma,"Age.Race - 18 – 49, Hispanic"
Oklahoma,"Age.Race - 18 – 49, Other"
Oklahoma,"Age.Race - 18 – 49, White"
Oklahoma,"Age.Race - 50 – 64, Black"
Oklahoma,"Age.Race - 50 – 64, Other"
Oklahoma,"Age.Race - 50 – 64, White"
Oklahoma,"Age.Race - 65+, Other"
Oklahoma,"Age.Race - 65+, White"
Oklahoma,18+ Adults - 18+ Adults
Oklahoma,US.Born - US Born
Oklahoma,US.Born - Not US Born
Oklahoma,Fr.Fam.Vaccd - Many
Oklahoma,Fr.Fam.Vaccd - No_some
Oklahoma,Vacc.Info.Seek - Often.Sometimes
Oklahoma,Vacc.Info.Seek - Rarely.Never
Oklahoma,Covid.Concern - A little_not
Oklahoma,Covid.Concern - Very_Moderately
Oklahoma,Vaccine.Confiden - Not at all_Somewhat
Oklahoma,Vaccine.Confiden - Very
Oklahoma,Vaccine.Imprtnt - A little_not at all
Oklahoma,Vaccine.Imprtnt - Somewhat_very
Oklahoma,Disability - No
Oklahoma,Disability - Yes
Oklahoma,Ess.Wrkr.grp - Ess.Healthcare
Oklahoma,Ess.Wrkr.grp - Ess.Other
Oklahoma,Ess.Wrkr.grp - Frontline.Other
Oklahoma,Ess.Wrkr.grp - Not.Ess.Wrkr
Oklahoma,Ess.Wrkr.grp - School.Childcare
Oklahoma,Past.Covid - No
Oklahoma,Past.Covid - Yes
Oklahoma,G.Identity - Cisgender
Oklahoma,G.Identity - Dont know
Oklahoma,G.Identity - TG/Non bin
Oklahoma,Prim.Care.Providr.Status - No
Oklahoma,Prim.Care.Providr.Status - Yes
Oklahoma,Comorbidity - No
Oklahoma,Comorbidity - Yes
Oklahoma,Dr.Recommend.Boostr - No
Oklahoma,Dr.Recommend.Vacc - No
Oklahoma,Dr.Recommend.Vacc - Yes
Oklahoma,Insurance - Insured
Oklahoma,Insurance - Not insured
Oklahoma,Language - English
Oklahoma,Language - Spanish
Oklahoma,Mask.Use - Always.Often
Oklahoma,Mask.Use - Occasional.Never
Oklahoma,Mental.Health - Excellent.Good
Oklahoma,Mental.Health - Fair.Poor
Oklahoma,Rural.Urban - Rural
Oklahoma,Rural.Urban - Suburban
Oklahoma,Rural.Urban - Urban
Oklahoma,Political - Democrat
Oklahoma,Political - None
Oklahoma,Political - Unknown
Oklahoma,Political - Republican
Oklahoma,Pov.Status - <$75k
Oklahoma,Pov.Status - >=$75k
Oklahoma,Pov.Status - Below poverty
Oklahoma,Pov.Status - Unknown
Oklahoma,Pregnancy - Not pregnant
Oklahoma,Race.4lvl - Black
Oklahoma,Race.4lvl - Hispanic
Oklahoma,Race.4lvl - Other
Oklahoma,Race.4lvl - White
Oklahoma,Flu.Vacc - No
Oklahoma,Flu.Vacc - Yes
Oklahoma,Past.Vaccin - No
Oklahoma,Past.Vaccin - Yes
Oklahoma,Racial.Equity - Better
Oklahoma,Racial.Equity - Dont know
Oklahoma,Racial.Equity - Equal
Oklahoma,Racial.Equity - Worse
Oklahoma,Sex - Female
Oklahoma,Sex - Male
Oklahoma,S.Orientation - Dont know
Oklahoma,S.Orientation - LGB
Oklahoma,S.Orientation - Hetero
Oklahoma,SVI - High
Oklahoma,SVI - Low
Oklahoma,SVI - Moderate
Oklahoma,SVI - Unknown
Oklahoma,Non.Englsh.Language - No
Oklahoma,Non.Englsh.Language - Yes
Oklahoma,Work.School - No
Oklahoma,Work.School - Unemployed
Oklahoma,Work.School - Yes
Oregon,Age - 18 – 49
Oregon,Age - 50 – 64
Oregon,Age - 65+
Oregon,"Age.Race - 18 – 49, Hispanic"
Oregon,"Age.Race - 18 – 49, Other"
Oregon,"Age.Race - 18 – 49, White"
Oregon,"Age.Race - 50 – 64, Other"
Oregon,"Age.Race - 50 – 64, White"
Oregon,"Age.Race - 65+, White"
Oregon,18+ Adults - 18+ Adults
Oregon,US.Born - US Born
Oregon,US.Born - Not US Born
Oregon,Fr.Fam.Vaccd - Many
Oregon,Fr.Fam.Vaccd - No_some
Oregon,Vacc.Info.Seek - Often.Sometimes
Oregon,Vacc.Info.Seek - Rarely.Never
Oregon,Covid.Concern - A little_not
Oregon,Covid.Concern - Very_Moderately
Oregon,Vaccine.Confiden - Not at all_Somewhat
Oregon,Vaccine.Confiden - Very
Oregon,Vaccine.Imprtnt - A little_not at all
Oregon,Vaccine.Imprtnt - Somewhat_very
Oregon,Disability - No
Oregon,Disability - Yes
Oregon,Ess.Wrkr.grp - Ess.Healthcare
Oregon,Ess.Wrkr.grp - Ess.Other
Oregon,Ess.Wrkr.grp - Frontline.Other
Oregon,Ess.Wrkr.grp - Not.Ess.Wrkr
Oregon,Ess.Wrkr.grp - School.Childcare
Oregon,Past.Covid - No
Oregon,Past.Covid - Yes
Oregon,G.Identity - Cisgender
Oregon,G.Identity - Dont know
Oregon,G.Identity - TG/Non bin
Oregon,Prim.Care.Providr.Status - No
Oregon,Prim.Care.Providr.Status - Yes
Oregon,Comorbidity - No
Oregon,Comorbidity - Yes
Oregon,Dr.Recommend.Boostr - No
Oregon,Dr.Recommend.Vacc - No
Oregon,Dr.Recommend.Vacc - Yes
Oregon,Insurance - Insured
Oregon,Insurance - Not insured
Oregon,Language - English
Oregon,Language - Spanish
Oregon,Mask.Use - Always.Often
Oregon,Mask.Use - Occasional.Never
Oregon,Mental.Health - Excellent.Good
Oregon,Mental.Health - Fair.Poor
Oregon,Rural.Urban - Rural
Oregon,Rural.Urban - Suburban
Oregon,Rural.Urban - Urban
Oregon,Political - Democrat
Oregon,Political - None
Oregon,Political - Unknown
Oregon,Political - Republican
Oregon,Pov.Status - <$75k
Oregon,Pov.Status - >=$75k
Oregon,Pov.Status - Below poverty
Oregon,Pov.Status - Unknown
Oregon,Pregnancy - Not pregnant
Oregon,Race.4lvl - Black
Oregon,Race.4lvl - Hispanic
Oregon,Race.4lvl - Other
Oregon,Race.4lvl - White
Oregon,Flu.Vacc - No
Oregon,Flu.Vacc - Yes
Oregon,Past.Vaccin - No
Oregon,Past.Vaccin - Yes
Oregon,Racial.Equity - Better
Oregon,Racial.Equity - Dont know
Oregon,Racial.Equity - Equal
Oregon,Racial.Equity - Worse
Oregon,Sex - Female
Oregon,Sex - Male
Oregon,S.Orientation - Dont know
Oregon,S.Orientation - LGB
Oregon,S.Orientation - Hetero
Oregon,SVI - High
Oregon,SVI - Low
Oregon,SVI - Moderate
Oregon,SVI - Unknown
Oregon,Non.Englsh.Language - No
Oregon,Non.Englsh.Language - Yes
Oregon,Work.School - No
Oregon,Work.School - Unemployed
Oregon,Work.School - Yes
Pennsylvania,Age - 18 – 49
Pennsylvania,Age - 50 – 64
Pennsylvania,Age - 65+
Pennsylvania,"Age.Race - 18 – 49, Black"
Pennsylvania,"Age.Race - 18 – 49, Hispanic"
Pennsylvania,"Age.Race - 18 – 49, Other"
Pennsylvania,"Age.Race - 18 – 49, White"
Pennsylvania,"Age.Race - 50 – 64, Black"
Pennsylvania,"Age.Race - 50 – 64, Hispanic"
Pennsylvania,"Age.Race - 50 – 64, Other"
Pennsylvania,"Age.Race - 50 – 64, White"
Pennsylvania,"Age.Race - 65+, Black"
Pennsylvania,"Age.Race - 65+, Hispanic"
Pennsylvania,"Age.Race - 65+, Other"
Pennsylvania,"Age.Race - 65+, White"
Pennsylvania,18+ Adults - 18+ Adults
Pennsylvania,US.Born - US Born
Pennsylvania,US.Born - Not US Born
Pennsylvania,Fr.Fam.Vaccd - Many
Pennsylvania,Fr.Fam.Vaccd - No_some
Pennsylvania,Vacc.Info.Seek - Often.Sometimes
Pennsylvania,Vacc.Info.Seek - Rarely.Never
Pennsylvania,Covid.Concern - A little_not
Pennsylvania,Covid.Concern - Very_Moderately
Pennsylvania,Vaccine.Confiden - Not at all_Somewhat
Pennsylvania,Vaccine.Confiden - Very
Pennsylvania,Vaccine.Imprtnt - A little_not at all
Pennsylvania,Vaccine.Imprtnt - Somewhat_very
Pennsylvania,Disability - No
Pennsylvania,Disability - Yes
Pennsylvania,Ess.Wrkr.grp - Ess.Healthcare
Pennsylvania,Ess.Wrkr.grp - Ess.Other
Pennsylvania,Ess.Wrkr.grp - Frontline.Other
Pennsylvania,Ess.Wrkr.grp - Not.Ess.Wrkr
Pennsylvania,Ess.Wrkr.grp - School.Childcare
Pennsylvania,Past.Covid - No
Pennsylvania,Past.Covid - Yes
Pennsylvania,G.Identity - Cisgender
Pennsylvania,G.Identity - Dont know
Pennsylvania,G.Identity - TG/Non bin
Pennsylvania,Prim.Care.Providr.Status - No
Pennsylvania,Prim.Care.Providr.Status - Yes
Pennsylvania,Comorbidity - No
Pennsylvania,Comorbidity - Yes
Pennsylvania,Dr.Recommend.Boostr - No
Pennsylvania,Dr.Recommend.Vacc - No
Pennsylvania,Dr.Recommend.Vacc - Yes
Pennsylvania,Insurance - Insured
Pennsylvania,Insurance - Not insured
Pennsylvania,Language - English
Pennsylvania,Language - Other
Pennsylvania,Language - Spanish
Pennsylvania,Mask.Use - Always.Often
Pennsylvania,Mask.Use - Occasional.Never
Pennsylvania,Mental.Health - Excellent.Good
Pennsylvania,Mental.Health - Fair.Poor
Pennsylvania,Rural.Urban - Rural
Pennsylvania,Rural.Urban - Suburban
Pennsylvania,Rural.Urban - Urban
Pennsylvania,Political - Democrat
Pennsylvania,Political - None
Pennsylvania,Political - Unknown
Pennsylvania,Political - Republican
Pennsylvania,Pov.Status - <$75k
Pennsylvania,Pov.Status - >=$75k
Pennsylvania,Pov.Status - Below poverty
Pennsylvania,Pov.Status - Unknown
Pennsylvania,Pregnancy - Breastfeeding
Pennsylvania,Pregnancy - Not pregnant
Pennsylvania,Pregnancy - Pregnant
Pennsylvania,Pregnancy - Trying to get pregnant
Pennsylvania,Race.4lvl - Black
Pennsylvania,Race.4lvl - Hispanic
Pennsylvania,Race.4lvl - Other
Pennsylvania,Race.4lvl - White
Pennsylvania,Flu.Vacc - No
Pennsylvania,Flu.Vacc - Yes
Pennsylvania,Past.Vaccin - No
Pennsylvania,Past.Vaccin - Yes
Pennsylvania,Racial.Equity - Better
Pennsylvania,Racial.Equity - Dont know
Pennsylvania,Racial.Equity - Equal
Pennsylvania,Racial.Equity - Worse
Pennsylvania,Sex - Female
Pennsylvania,Sex - Male
Pennsylvania,S.Orientation - Dont know
Pennsylvania,S.Orientation - LGB
Pennsylvania,S.Orientation - Hetero
Pennsylvania,SVI - High
Pennsylvania,SVI - Low
Pennsylvania,SVI - Moderate
Pennsylvania,SVI - Unknown
Pennsylvania,Non.Englsh.Language - No
Pennsylvania,Non.Englsh.Language - Yes
Pennsylvania,Work.School - No
Pennsylvania,Work.School - Unemployed
Pennsylvania,Work.School - Yes
Puerto Rico,Age - 18 – 49
Puerto Rico,Age - 50 – 64
Puerto Rico,Age - 65+
Puerto Rico,"Age.Race - 18 – 49, Hispanic"
Puerto Rico,"Age.Race - 50 – 64, Hispanic"
Puerto Rico,"Age.Race - 65+, Hispanic"
Puerto Rico,18+ Adults - 18+ Adults
Puerto Rico,US.Born - US Born
Puerto Rico,US.Born - Not US Born
Puerto Rico,Fr.Fam.Vaccd - Many
Puerto Rico,Fr.Fam.Vaccd - No_some
Puerto Rico,Vacc.Info.Seek - Often.Sometimes
Puerto Rico,Vacc.Info.Seek - Rarely.Never
Puerto Rico,Covid.Concern - A little_not
Puerto Rico,Covid.Concern - Very_Moderately
Puerto Rico,Vaccine.Confiden - Not at all_Somewhat
Puerto Rico,Vaccine.Confiden - Very
Puerto Rico,Vaccine.Imprtnt - A little_not at all
Puerto Rico,Vaccine.Imprtnt - Somewhat_very
Puerto Rico,Disability - No
Puerto Rico,Disability - Yes
Puerto Rico,Ess.Wrkr.grp - Ess.Healthcare
Puerto Rico,Ess.Wrkr.grp - Ess.Other
Puerto Rico,Ess.Wrkr.grp - Frontline.Other
Puerto Rico,Ess.Wrkr.grp - Not.Ess.Wrkr
Puerto Rico,Ess.Wrkr.grp - School.Childcare
Puerto Rico,Past.Covid - No
Puerto Rico,Past.Covid - Yes
Puerto Rico,G.Identity - Cisgender
Puerto Rico,G.Identity - Dont know
Puerto Rico,G.Identity - TG/Non bin
Puerto Rico,Prim.Care.Providr.Status - No
Puerto Rico,Prim.Care.Providr.Status - Yes
Puerto Rico,Comorbidity - No
Puerto Rico,Comorbidity - Yes
Puerto Rico,Dr.Recommend.Boostr - No
Puerto Rico,Dr.Recommend.Vacc - No
Puerto Rico,Dr.Recommend.Vacc - Yes
Puerto Rico,Insurance - Insured
Puerto Rico,Insurance - Not insured
Puerto Rico,Language - English
Puerto Rico,Language - Spanish
Puerto Rico,Mask.Use - Always.Often
Puerto Rico,Mask.Use - Occasional.Never
Puerto Rico,Mental.Health - Excellent.Good
Puerto Rico,Mental.Health - Fair.Poor
Puerto Rico,Rural.Urban - Rural
Puerto Rico,Rural.Urban - Suburban
Puerto Rico,Rural.Urban - Urban
Puerto Rico,Pov.Status - <$75k
Puerto Rico,Pov.Status - >=$75k
Puerto Rico,Pov.Status - Below poverty
Puerto Rico,Pov.Status - Unknown
Puerto Rico,Pregnancy - Not pregnant
Puerto Rico,Pregnancy - Trying to get pregnant
Puerto Rico,Race.4lvl - Hispanic
Puerto Rico,Race.4lvl - White
Puerto Rico,Flu.Vacc - No
Puerto Rico,Flu.Vacc - Yes
Puerto Rico,Past.Vaccin - No
Puerto Rico,Past.Vaccin - Yes
Puerto Rico,Racial.Equity - Better
Puerto Rico,Racial.Equity - Dont know
Puerto Rico,Racial.Equity - Equal
Puerto Rico,Racial.Equity - Worse
Puerto Rico,Sex - Female
Puerto Rico,Sex - Male
Puerto Rico,S.Orientation - Dont know
Puerto Rico,S.Orientation - LGB
Puerto Rico,S.Orientation - Hetero
Puerto Rico,Non.Englsh.Language - No
Puerto Rico,Non.Englsh.Language - Yes
Puerto Rico,Work.School - No
Puerto Rico,Work.School - Unemployed
Puerto Rico,Work.School - Yes
Rhode Island,Age - 18 – 49
Rhode Island,Age - 50 – 64
Rhode Island,Age - 65+
Rhode Island,"Age.Race - 18 – 49, Black"
Rhode Island,"Age.Race - 18 – 49, Hispanic"
Rhode Island,"Age.Race - 18 – 49, Other"
Rhode Island,"Age.Race - 18 – 49, White"
Rhode Island,"Age.Race - 50 – 64, Hispanic"
Rhode Island,"Age.Race - 50 – 64, White"
Rhode Island,"Age.Race - 65+, White"
Rhode Island,18+ Adults - 18+ Adults
Rhode Island,US.Born - US Born
Rhode Island,US.Born - Not US Born
Rhode Island,Fr.Fam.Vaccd - Many
Rhode Island,Fr.Fam.Vaccd - No_some
Rhode Island,Vacc.Info.Seek - Often.Sometimes
Rhode Island,Vacc.Info.Seek - Rarely.Never
Rhode Island,Covid.Concern - A little_not
Rhode Island,Covid.Concern - Very_Moderately
Rhode Island,Vaccine.Confiden - Not at all_Somewhat
Rhode Island,Vaccine.Confiden - Very
Rhode Island,Vaccine.Imprtnt - A little_not at all
Rhode Island,Vaccine.Imprtnt - Somewhat_very
Rhode Island,Disability - No
Rhode Island,Disability - Yes
Rhode Island,Ess.Wrkr.grp - Ess.Healthcare
Rhode Island,Ess.Wrkr.grp - Ess.Other
Rhode Island,Ess.Wrkr.grp - Frontline.Other
Rhode Island,Ess.Wrkr.grp - Not.Ess.Wrkr
Rhode Island,Ess.Wrkr.grp - School.Childcare
Rhode Island,Past.Covid - No
Rhode Island,Past.Covid - Yes
Rhode Island,G.Identity - Cisgender
Rhode Island,G.Identity - Dont know
Rhode Island,G.Identity - TG/Non bin
Rhode Island,Prim.Care.Providr.Status - No
Rhode Island,Prim.Care.Providr.Status - Yes
Rhode Island,Comorbidity - No
Rhode Island,Comorbidity - Yes
Rhode Island,Dr.Recommend.Boostr - No
Rhode Island,Dr.Recommend.Vacc - No
Rhode Island,Dr.Recommend.Vacc - Yes
Rhode Island,Insurance - Insured
Rhode Island,Insurance - Not insured
Rhode Island,Language - English
Rhode Island,Language - Spanish
Rhode Island,Mask.Use - Always.Often
Rhode Island,Mask.Use - Occasional.Never
Rhode Island,Mental.Health - Excellent.Good
Rhode Island,Mental.Health - Fair.Poor
Rhode Island,Rural.Urban - Suburban
Rhode Island,Rural.Urban - Urban
Rhode Island,Political - Democrat
Rhode Island,Political - None
Rhode Island,Political - Unknown
Rhode Island,Pov.Status - <$75k
Rhode Island,Pov.Status - >=$75k
Rhode Island,Pov.Status - Below poverty
Rhode Island,Pov.Status - Unknown
Rhode Island,Pregnancy - Not pregnant
Rhode Island,Race.4lvl - Black
Rhode Island,Race.4lvl - Hispanic
Rhode Island,Race.4lvl - Other
Rhode Island,Race.4lvl - White
Rhode Island,Flu.Vacc - No
Rhode Island,Flu.Vacc - Yes
Rhode Island,Past.Vaccin - No
Rhode Island,Past.Vaccin - Yes
Rhode Island,Racial.Equity - Better
Rhode Island,Racial.Equity - Dont know
Rhode Island,Racial.Equity - Equal
Rhode Island,Racial.Equity - Worse
Rhode Island,Sex - Female
Rhode Island,Sex - Male
Rhode Island,S.Orientation - Dont know
Rhode Island,S.Orientation - LGB
Rhode Island,S.Orientation - Hetero
Rhode Island,SVI - High
Rhode Island,SVI - Low
Rhode Island,SVI - Unknown
Rhode Island,Non.Englsh.Language - No
Rhode Island,Non.Englsh.Language - Yes
Rhode Island,Work.School - No
Rhode Island,Work.School - Unemployed
Rhode Island,Work.School - Yes
South Carolina,Age - 18 – 49
South Carolina,Age - 50 – 64
South Carolina,Age - 65+
South Carolina,"Age.Race - 18 – 49, Black"
South Carolina,"Age.Race - 18 – 49, Hispanic"
South Carolina,"Age.Race - 18 – 49, Other"
South Carolina,"Age.Race - 18 – 49, White"
South Carolina,"Age.Race - 50 – 64, Black"
South Carolina,"Age.Race - 50 – 64, White"
South Carolina,"Age.Race - 65+, Black"
South Carolina,"Age.Race - 65+, White"
South Carolina,18+ Adults - 18+ Adults
South Carolina,US.Born - US Born
South Carolina,US.Born - Not US Born
South Carolina,Fr.Fam.Vaccd - Many
South Carolina,Fr.Fam.Vaccd - No_some
South Carolina,Vacc.Info.Seek - Often.Sometimes
South Carolina,Vacc.Info.Seek - Rarely.Never
South Carolina,Covid.Concern - A little_not
South Carolina,Covid.Concern - Very_Moderately
South Carolina,Vaccine.Confiden - Not at all_Somewhat
South Carolina,Vaccine.Confiden - Very
South Carolina,Vaccine.Imprtnt - A little_not at all
South Carolina,Vaccine.Imprtnt - Somewhat_very
South Carolina,Disability - No
South Carolina,Disability - Yes
South Carolina,Ess.Wrkr.grp - Ess.Healthcare
South Carolina,Ess.Wrkr.grp - Ess.Other
South Carolina,Ess.Wrkr.grp - Frontline.Other
South Carolina,Ess.Wrkr.grp - Not.Ess.Wrkr
South Carolina,Ess.Wrkr.grp - School.Childcare
South Carolina,Past.Covid - No
South Carolina,Past.Covid - Yes
South Carolina,G.Identity - Cisgender
South Carolina,G.Identity - Dont know
South Carolina,G.Identity - TG/Non bin
South Carolina,Prim.Care.Providr.Status - No
South Carolina,Prim.Care.Providr.Status - Yes
South Carolina,Comorbidity - No
South Carolina,Comorbidity - Yes
South Carolina,Dr.Recommend.Boostr - No
South Carolina,Dr.Recommend.Vacc - No
South Carolina,Dr.Recommend.Vacc - Yes
South Carolina,Insurance - Insured
South Carolina,Insurance - Not insured
South Carolina,Language - English
South Carolina,Mask.Use - Always.Often
South Carolina,Mask.Use - Occasional.Never
South Carolina,Mental.Health - Excellent.Good
South Carolina,Mental.Health - Fair.Poor
South Carolina,Rural.Urban - Rural
South Carolina,Rural.Urban - Suburban
South Carolina,Rural.Urban - Urban
South Carolina,Political - Democrat
South Carolina,Political - None
South Carolina,Political - Unknown
